payment_id,sale_id,payment_date,amount_paid,payment_method
710,356,2024-02-28,14000.0,Card
711,356,2024-02-29,10500.0,UPI
712,356,2024-03-01,7000.0,Card
713,357,2024-02-29,24000.0,Cash
714,357,2024-03-01,16000.0,UPI
715,358,2024-03-01,15000.0,UPI
716,359,2024-03-02,18000.0,Cash
717,359,2024-03-03,13500.0,Card
718,359,2024-03-04,9000.0,UPI
719,360,2024-03-03,21000.0,Cash
720,360,2024-03-04,14000.0,UPI
721,361,2024-03-04,20000.0,UPI
722,362,2024-03-05,12000.0,Card
723,362,2024-03-06,9000.0,UPI
724,362,2024-03-07,6000.0,Cash
725,363,2024-03-06,27000.0,Cash
726,363,2024-03-07,18000.0,Cash
727,364,2024-03-07,17500.0,Card
728,365,2024-03-08,16000.0,Cash
729,365,2024-03-09,12000.0,Card
730,365,2024-03-10,8000.0,UPI
731,366,2024-03-09,18000.0,UPI
732,366,2024-03-10,12000.0,UPI
733,367,2024-03-10,22500.0,Card
734,368,2024-03-11,14000.0,Card
735,368,2024-03-12,10500.0,UPI
736,368,2024-03-13,7000.0,Card
737,369,2024-03-12,24000.0,UPI
738,369,2024-03-13,16000.0,Card
739,370,2024-03-13,15000.0,UPI
740,371,2024-03-14,18000.0,Card
741,371,2024-03-15,13500.0,Cash
742,371,2024-03-16,9000.0,UPI
743,372,2024-03-15,21000.0,Cash
744,372,2024-03-16,14000.0,UPI
745,373,2024-03-16,20000.0,UPI
746,374,2024-03-17,12000.0,Card
747,374,2024-03-18,9000.0,Card
748,374,2024-03-19,6000.0,Card
749,375,2024-03-18,27000.0,Cash
750,375,2024-03-19,18000.0,Cash
751,376,2024-03-19,17500.0,Card
752,377,2024-03-20,16000.0,Cash
753,377,2024-03-21,12000.0,Card
754,377,2024-03-22,8000.0,Card
755,378,2024-03-21,18000.0,Card
756,378,2024-03-22,12000.0,Cash
757,379,2024-03-22,22500.0,Cash
758,380,2024-03-23,14000.0,Card
759,380,2024-03-24,10500.0,Cash
760,380,2024-03-25,7000.0,Card
761,381,2024-03-24,24000.0,Card
762,381,2024-03-25,16000.0,UPI
763,382,2024-03-25,15000.0,UPI
764,383,2024-03-26,18000.0,UPI
765,383,2024-03-27,13500.0,Card
766,383,2024-03-28,9000.0,Card
767,384,2024-03-27,21000.0,UPI
768,384,2024-03-28,14000.0,UPI
769,385,2024-03-28,20000.0,Cash
770,386,2024-03-29,12000.0,Cash
771,386,2024-03-30,9000.0,UPI
772,386,2024-03-31,6000.0,Card
773,387,2024-03-30,27000.0,UPI
774,387,2024-03-31,18000.0,UPI
775,388,2024-03-31,17500.0,Cash
776,389,2024-04-01,16000.0,Card
777,389,2024-04-02,12000.0,UPI
778,389,2024-04-03,8000.0,Cash
779,390,2024-04-02,18000.0,Card
780,390,2024-04-03,12000.0,Cash
781,391,2024-04-03,22500.0,Card
782,392,2024-04-04,14000.0,Cash
783,392,2024-04-05,10500.0,UPI
784,392,2024-04-06,7000.0,UPI
785,393,2024-04-05,24000.0,Cash
786,393,2024-04-06,16000.0,Cash
787,394,2024-04-06,15000.0,UPI
788,395,2024-04-07,18000.0,Cash
789,395,2024-04-08,13500.0,UPI
790,395,2024-04-09,9000.0,Card
791,396,2024-04-08,21000.0,UPI
792,396,2024-04-09,14000.0,Card
793,397,2024-04-09,20000.0,UPI
794,398,2024-04-10,12000.0,Card
795,398,2024-04-11,9000.0,UPI
796,398,2024-04-12,6000.0,Card
797,399,2024-04-11,27000.0,Cash
798,399,2024-04-12,18000.0,UPI
799,400,2024-04-12,17500.0,Cash
800,401,2024-04-13,16000.0,UPI
801,401,2024-04-14,12000.0,Card
802,401,2024-04-15,8000.0,UPI
803,402,2024-04-14,18000.0,Card
804,402,2024-04-15,12000.0,Card
805,403,2024-04-15,22500.0,Card
806,404,2024-04-16,14000.0,Card
807,404,2024-04-17,10500.0,UPI
808,404,2024-04-18,7000.0,Card
809,405,2024-04-17,24000.0,UPI
810,405,2024-04-18,16000.0,UPI
811,406,2024-04-18,15000.0,UPI
812,407,2024-04-19,18000.0,UPI
813,407,2024-04-20,13500.0,Cash
814,407,2024-04-21,9000.0,Card
815,408,2024-04-20,21000.0,Card
816,408,2024-04-21,14000.0,UPI
817,409,2024-04-21,20000.0,UPI
818,410,2024-04-22,12000.0,Card
819,410,2024-04-23,9000.0,Cash
820,410,2024-04-24,6000.0,Card
821,411,2024-04-23,27000.0,Card
822,411,2024-04-24,18000.0,UPI
823,412,2024-04-24,17500.0,Cash
824,413,2024-04-25,16000.0,Card
825,413,2024-04-26,12000.0,Cash
826,413,2024-04-27,8000.0,Cash
827,414,2024-04-26,18000.0,UPI
828,414,2024-04-27,12000.0,Cash
829,415,2024-04-27,22500.0,UPI
830,416,2024-04-28,14000.0,UPI
831,416,2024-04-29,10500.0,Cash
832,416,2024-04-30,7000.0,UPI
833,417,2024-04-29,24000.0,Card
834,417,2024-04-30,16000.0,Card
835,418,2024-04-30,15000.0,UPI
836,419,2024-05-01,18000.0,Cash
837,419,2024-05-02,13500.0,Cash
838,419,2024-05-03,9000.0,Cash
839,420,2024-05-02,21000.0,UPI
840,420,2024-05-03,14000.0,Cash
841,421,2024-05-03,20000.0,UPI
842,422,2024-05-04,12000.0,Card
843,422,2024-05-05,9000.0,Card
844,422,2024-05-06,6000.0,UPI
845,423,2024-05-05,27000.0,UPI
846,423,2024-05-06,18000.0,Cash
847,424,2024-05-06,17500.0,Card
848,425,2024-05-07,16000.0,Cash
849,425,2024-05-08,12000.0,Card
850,425,2024-05-09,8000.0,UPI
851,426,2024-05-08,18000.0,Card
852,426,2024-05-09,12000.0,Cash
853,427,2024-05-09,22500.0,UPI
854,428,2024-05-10,14000.0,UPI
855,428,2024-05-11,10500.0,UPI
856,428,2024-05-12,7000.0,Card
857,429,2024-05-11,24000.0,Cash
858,429,2024-05-12,16000.0,Cash
859,430,2024-05-12,15000.0,UPI
860,431,2024-05-13,18000.0,Card
861,431,2024-05-14,13500.0,UPI
862,431,2024-05-15,9000.0,UPI
863,432,2024-05-14,21000.0,Card
864,432,2024-05-15,14000.0,UPI
865,433,2024-05-15,20000.0,Card
866,434,2024-05-16,12000.0,Card
867,434,2024-05-17,9000.0,UPI
868,434,2024-05-18,6000.0,Cash
869,435,2024-05-17,27000.0,UPI
870,435,2024-05-18,18000.0,UPI
871,436,2024-05-18,17500.0,Card
872,437,2024-05-19,16000.0,Card
873,437,2024-05-20,12000.0,Cash
874,437,2024-05-21,8000.0,Card
875,438,2024-05-20,18000.0,Cash
876,438,2024-05-21,12000.0,Card
877,439,2024-05-21,22500.0,Card
878,440,2024-05-22,14000.0,Card
879,440,2024-05-23,10500.0,Card
880,440,2024-05-24,7000.0,Card
881,441,2024-05-23,24000.0,Cash
882,441,2024-05-24,16000.0,UPI
883,442,2024-05-24,15000.0,Cash
884,443,2024-05-25,18000.0,Card
885,443,2024-05-26,13500.0,UPI
886,443,2024-05-27,9000.0,UPI
887,444,2024-05-26,21000.0,Cash
888,444,2024-05-27,14000.0,UPI
889,445,2024-05-27,20000.0,Card
890,446,2024-05-28,12000.0,Cash
891,446,2024-05-29,9000.0,UPI
892,446,2024-05-30,6000.0,Cash
893,447,2024-05-29,27000.0,Cash
894,447,2024-05-30,18000.0,UPI
895,448,2024-05-30,17500.0,Card
896,449,2024-05-31,16000.0,Card
897,449,2024-06-01,12000.0,Card
898,449,2024-06-02,8000.0,UPI
899,450,2024-01-03,18000.0,Card
900,450,2024-01-04,12000.0,Card
901,451,2024-01-04,22500.0,Card
902,452,2024-01-05,14000.0,UPI
903,452,2024-01-06,10500.0,Card
904,452,2024-01-07,7000.0,Card
905,453,2024-01-06,24000.0,Card
906,453,2024-01-07,16000.0,Card
907,454,2024-01-07,15000.0,Card
908,455,2024-01-08,18000.0,Cash
909,455,2024-01-09,13500.0,Card
910,455,2024-01-10,9000.0,Card
911,456,2024-01-09,21000.0,Cash
912,456,2024-01-10,14000.0,UPI
913,457,2024-01-10,20000.0,UPI
914,458,2024-01-11,12000.0,UPI
915,458,2024-01-12,9000.0,Cash
916,458,2024-01-13,6000.0,UPI
917,459,2024-01-12,27000.0,Cash
918,459,2024-01-13,18000.0,Card
919,460,2024-01-13,17500.0,Cash
920,461,2024-01-14,16000.0,Card
921,461,2024-01-15,12000.0,Card
922,461,2024-01-16,8000.0,Cash
923,462,2024-01-15,18000.0,Cash
924,462,2024-01-16,12000.0,Cash
925,463,2024-01-16,22500.0,UPI
926,464,2024-01-17,14000.0,Cash
927,464,2024-01-18,10500.0,UPI
928,464,2024-01-19,7000.0,Cash
929,465,2024-01-18,24000.0,Cash
930,465,2024-01-19,16000.0,UPI
931,466,2024-01-19,15000.0,Cash
932,467,2024-01-20,18000.0,Cash
933,467,2024-01-21,13500.0,Card
934,467,2024-01-22,9000.0,Card
935,468,2024-01-21,21000.0,Cash
936,468,2024-01-22,14000.0,Card
937,469,2024-01-22,20000.0,Card
938,470,2024-01-23,12000.0,Cash
939,470,2024-01-24,9000.0,UPI
940,470,2024-01-25,6000.0,UPI
941,471,2024-01-24,27000.0,Card
942,471,2024-01-25,18000.0,UPI
943,472,2024-01-25,17500.0,Card
944,473,2024-01-26,16000.0,Cash
945,473,2024-01-27,12000.0,Card
946,473,2024-01-28,8000.0,Cash
947,474,2024-01-27,18000.0,UPI
948,474,2024-01-28,12000.0,Cash
949,475,2024-01-28,22500.0,Card
950,476,2024-01-29,14000.0,Card
951,476,2024-01-30,10500.0,Card
952,476,2024-01-31,7000.0,Cash
953,477,2024-01-30,24000.0,Card
954,477,2024-01-31,16000.0,Cash
955,478,2024-01-31,15000.0,UPI
956,479,2024-02-01,18000.0,Card
957,479,2024-02-02,13500.0,Cash
958,479,2024-02-03,9000.0,Cash
959,480,2024-02-02,21000.0,UPI
960,480,2024-02-03,14000.0,Cash
961,481,2024-02-03,20000.0,UPI
962,482,2024-02-04,12000.0,Cash
963,482,2024-02-05,9000.0,UPI
964,482,2024-02-06,6000.0,Cash
965,483,2024-02-05,27000.0,Card
966,483,2024-02-06,18000.0,Card
967,484,2024-02-06,17500.0,Card
968,485,2024-02-07,16000.0,Cash
969,485,2024-02-08,12000.0,Cash
970,485,2024-02-09,8000.0,Cash
971,486,2024-02-08,18000.0,Cash
972,486,2024-02-09,12000.0,Card
973,487,2024-02-09,22500.0,Cash
974,488,2024-02-10,14000.0,Card
975,488,2024-02-11,10500.0,UPI
976,488,2024-02-12,7000.0,Cash
977,489,2024-02-11,24000.0,Card
978,489,2024-02-12,16000.0,UPI
979,490,2024-02-12,15000.0,UPI
980,491,2024-02-13,18000.0,Card
981,491,2024-02-14,13500.0,UPI
982,491,2024-02-15,9000.0,Card
983,492,2024-02-14,21000.0,Cash
984,492,2024-02-15,14000.0,Cash
985,493,2024-02-15,20000.0,UPI
986,494,2024-02-16,12000.0,Cash
987,494,2024-02-17,9000.0,UPI
988,494,2024-02-18,6000.0,Cash
989,495,2024-02-17,27000.0,UPI
990,495,2024-02-18,18000.0,UPI
991,496,2024-02-18,17500.0,Cash
992,497,2024-02-19,16000.0,Cash
993,497,2024-02-20,12000.0,Cash
994,497,2024-02-21,8000.0,Card
995,498,2024-02-20,18000.0,Cash
996,498,2024-02-21,12000.0,Cash
997,499,2024-02-21,22500.0,Card
998,500,2024-02-22,14000.0,Card
999,500,2024-02-23,10500.0,Card
1000,500,2024-02-24,7000.0,Card
